id,title,steamAppId,steamUrl,opencriticScore,hltbMain,hltbExtra,hltbCompletionist,releaseDate,genres,platforms,studio,steamReviewScore,steamReviewCount,steamReviewPercent,isDlc
100758,High Strangeness,268340,https://store.steampowered.com/app/268340/,61,210.0,181.0,189.0,2015-05-06T00:00:00.000Z,"[""Action"", ""Retro"", ""Adventure"", ""Indie"", ""RPG"", ""Puzzle""]","[{""name"": ""Wii U""}, {""name"": ""PC""}]","Barnyard Intelligence Games, Crystal Labs",Positive,33.0,90.0,False
100759,Project CARS,234630,https://store.steampowered.com/app/234630/,80,1975.0,4231.0,7477.0,2015-05-06T00:00:00.000Z,"[""Simulation"", ""Action"", ""Third Person"", ""Indie"", ""Physics"", ""Controller"", ""Multiplayer"", ""Driving"", ""Sports"", ""Arcade"", ""First-Person"", ""Racing"", ""Open World"", ""Atmospheric"", ""TrackIR"", ""Realistic"", ""Co-op"", ""Singleplayer"", ""Automobile Sim"", ""VR""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Slightly Mad Studios,Mostly Positive*,6381.0,74.0,False
100760,Dex,,,74,679.0,856.0,1066.0,2015-05-07T00:00:00.000Z,"[""RPG"", ""Action"", ""Platformer""]","[{""name"": ""PlayStation 4""}, {""name"": ""PlayStation Vita""}, {""name"": ""Nintendo Switch""}, {""name"": ""PC""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","Dreadlocks Ltd., Techland, WhisperGames",,,,False
100761,Sym,342100,https://store.steampowered.com/app/342100/,64,198.0,,,2015-05-07T00:00:00.000Z,"[""Art"", ""Puzzle"", ""Platformer"", ""Indie""]","[{""name"": ""PC""}]",Atrax Games,Positive,22.0,81.0,False
100762,Action Henk,285820,https://store.steampowered.com/app/285820/,69,273.0,447.0,1837.0,2015-05-11T00:00:00.000Z,"[""Level Editor"", ""Multiplayer"", ""Action"", ""Platformer"", ""Runner"", ""Local Multiplayer"", ""Time Attack"", ""Funny"", ""Indie"", ""Singleplayer"", ""Racing"", ""4 Player Local""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",RageSquid,Very Positive,292.0,92.0,False
100763,Inside My Radio,357720,https://store.steampowered.com/app/357720/,63,124.0,148.0,630.0,2015-05-11T00:00:00.000Z,"[""Great Soundtrack"", ""Music"", ""Action"", ""Platformer"", ""Soundtrack"", ""2D"", ""Indie"", ""Casual"", ""Colorful"", ""Rhythm""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Seaven Studio,Very Positive,337.0,90.0,False
100764,Toren,320820,https://store.steampowered.com/app/320820/,60,130.0,154.0,175.0,2015-05-11T00:00:00.000Z,"[""Great Soundtrack"", ""Action"", ""Atmospheric"", ""Platformer"", ""Third Person"", ""Soundtrack"", ""Adventure"", ""3D Platformer"", ""Fantasy"", ""Indie"", ""Short"", ""RPG"", ""Singleplayer"", ""3D"", ""Puzzle"", ""Female Protagonist"", ""Dragons""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",Swordtales,Mixed,947.0,64.0,False
100765,Color Guardians,336840,https://store.steampowered.com/app/336840/,65,346.0,471.0,565.0,2015-05-12T00:00:00.000Z,"[""Family Friendly"", ""Action"", ""Indie"", ""Runner""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",Fair Play Labs,Positive,20.0,90.0,False
100766,"Invisible, Inc.",243970,https://store.steampowered.com/app/243970/,83,451.0,1222.0,5085.0,2015-05-12T00:00:00.000Z,"[""Simulation"", ""Tactical RPG"", ""Sci-fi"", ""Cyberpunk"", ""Difficult"", ""Roguelike"", ""Choices Matter"", ""Turn-Based"", ""Turn-Based Strategy"", ""RPG"", ""Strategy"", ""Turn-Based Combat"", ""Singleplayer"", ""Perma Death"", ""Combat"", ""Roguelite"", ""Stealth"", ""Turn-Based Tactics"", ""Procedural Generation"", ""Isometric"", ""Tactical"", ""Female Protagonist""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""PlayStation 5""}]",Klei Entertainment,Very Positive*,3459.0,90.0,False
100767,LOST ORBIT,282640,https://store.steampowered.com/app/282640/,75,220.0,210.0,,2015-05-12T00:00:00.000Z,"[""Action"", ""Platformer"", ""Difficult"", ""Space"", ""Adventure"", ""Indie"", ""Blood"", ""Fast-Paced"", ""Arcade""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",PixelNAUTS,Positive,32.0,90.0,False
100768,LOST ORBIT: Terminal Velocity,372320,https://store.steampowered.com/app/372320/,76,,,,2019-07-16T00:00:00.000Z,"[""Comedy"", ""Action"", ""Beautiful"", ""Stylized"", ""Sci-fi"", ""Adventure"", ""Indie"", ""Precision Platformer"", ""Arcade"", ""Colorful"", ""Atmospheric"", ""Platformer"", ""Fast-Paced"", ""Aliens"", ""3D"", ""Story Rich"", ""Cinematic"", ""Top-Down"", ""Flight"", ""Runner"", ""Action-Adventure""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Nintendo Switch""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",PixelNAUTS Games,Positive,28.0,85.0,False
100769,Nom Nom Galaxy,,,72,1065.0,1870.0,1200.0,2015-05-12T00:00:00.000Z,"[""Action""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]","Q Games, Double Eleven",,,,False
100770,Windward,326410,https://store.steampowered.com/app/326410/,64,970.0,1197.0,2469.0,2015-05-12T00:00:00.000Z,"[""Action"", ""Naval"", ""Adventure"", ""Indie"", ""Economy"", ""Multiplayer"", ""RPG"", ""Strategy"", ""Open World"", ""Co-op"", ""Naval Combat"", ""Singleplayer"", ""Pirates"", ""Sailing"", ""Combat"", ""Choose Your Own Adventure"", ""Trading"", ""Procedural Generation"", ""MMORPG"", ""Sandbox"", ""Exploration""]","[{""name"": ""PC""}]",Tasharen Entertainment Inc.,Very Positive*,1926.0,80.0,False
100771,Clicker Heroes,363970,https://store.steampowered.com/app/363970/,57,25170.0,68881.0,87028.0,2015-05-13T00:00:00.000Z,"[""Simulation"", ""Idler"", ""Action"", ""Adventure"", ""Fantasy"", ""Indie"", ""Family Friendly"", ""Multiplayer"", ""Arcade"", ""RPG"", ""Strategy"", ""Management"", ""Free to Play"", ""2D"", ""Casual"", ""Singleplayer"", ""Clicker"", ""Illuminati"", ""Touch-Friendly"", ""Addictive"", ""Funny""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Playsaurus,Very Positive*,28296.0,88.0,False
100772,Galactic Civilizations III,226860,https://store.steampowered.com/app/226860/,83,1654.0,2527.0,4330.0,2015-05-14T00:00:00.000Z,"[""Third Person"", ""Sci-fi"", ""Mod"", ""4X"", ""Multiplayer"", ""Turn-Based"", ""Futuristic"", ""Turn-Based Strategy"", ""Space"", ""Strategy"", ""Moddable"", ""Hex Grid"", ""War"", ""PvE"", ""Lore-Rich"", ""Aliens"", ""3D"", ""PvP"", ""Procedural Generation"", ""Sandbox"", ""Grand Strategy""]","[{""name"": ""PC""}]",Stardock Entertainment,Mostly Positive*,6536.0,77.0,False
100773,NOT A HERO,274270,https://store.steampowered.com/app/274270/,75,309.0,421.0,636.0,2016-07-08T00:00:00.000Z,"[""Comedy"", ""Action"", ""Retro"", ""Difficult"", ""Adventure"", ""Indie"", ""Pixel Graphics"", ""Multiplayer"", ""Gore"", ""Violent"", ""Shoot 'Em Up"", ""Platformer"", ""Shooter"", ""2D"", ""Fast-Paced"", ""Singleplayer"", ""Great Soundtrack"", ""Political"", ""Soundtrack"", ""Funny""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Roll7,Very Positive,1617.0,87.0,False
100774,Mystik Belle,332610,https://store.steampowered.com/app/332610/,73,241.0,316.0,370.0,2015-05-15T00:00:00.000Z,"[""Metroidvania"", ""Action"", ""Platformer"", ""Magic"", ""Cute"", ""2D"", ""Side Scroller"", ""Funny"", ""Adventure"", ""Indie"", ""Anime"", ""RPG"", ""Female Protagonist"", ""Pixel Graphics""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Last Dimension,Very Positive,171.0,85.0,False
100775,N.E.R.O.: Nothing Ever Remains Obscure,377480,https://store.steampowered.com/app/377480/,55,133.0,219.0,223.0,2016-04-29T00:00:00.000Z,"[""Great Soundtrack"", ""Art"", ""Walking Simulator"", ""Atmospheric"", ""Narration"", ""Soundtrack"", ""Adventure"", ""Indie"", ""Interactive Story"", ""Visual Novel"", ""Singleplayer"", ""Puzzle"", ""Controller"", ""Story Rich""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Storm in a Teacup,Mixed,138.0,65.0,False
100776,Life is Strange - Episode 3,329910,https://store.steampowered.com/app/329910/,80,156.0,181.0,192.0,2015-05-18T00:00:00.000Z,"[""Choices Matter"", ""Action"", ""Time Travel"", ""Adventure"", ""Interactive Story"", ""Female Protagonist"", ""Story Rich""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","DONTNOD ENTERTAINMENT, Feral Interactive, Feral Interactive",,,,True
100777,Castaway Paradise,304950,https://store.steampowered.com/app/304950/,62,360.0,2419.0,1800.0,2015-05-19T00:00:00.000Z,"[""Comedy"", ""Simulation"", ""Character Customization"", ""Adventure"", ""Family Friendly"", ""Controller"", ""Multiplayer"", ""RPG"", ""Life Sim"", ""Colorful"", ""2D"", ""Cartoon"", ""Casual"", ""Online Co-Op"", ""Singleplayer"", ""Story Rich"", ""Sandbox"", ""Funny"", ""Cartoony"", ""Survival""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Stolen Couch Games,Mostly Positive,448.0,71.0,False
100778,Destiny: House of Wolves,,,69,211.0,285.0,1200.0,2015-05-19T00:00:00.000Z,"[""First-Person Shooter""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]","Bungie, Activision",,,,False
100779,The Witcher 3: Wild Hunt,292030,https://store.steampowered.com/app/292030/,93,3187.0,6439.0,10833.0,2015-05-18T00:00:00.000Z,"[""Action"", ""Dark"", ""Third Person"", ""Multiple Endings"", ""Nudity"", ""Adventure"", ""Fantasy"", ""Mature"", ""Choices Matter"", ""Medieval"", ""RPG"", ""Open World"", ""Atmospheric"", ""Magic"", ""Dark Fantasy"", ""Singleplayer"", ""Action RPG"", ""Story Rich"", ""Great Soundtrack"", ""Soundtrack"", ""Sandbox""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",CD PROJEKT RED,Overwhelmingly Positive*,225672.0,96.0,False
100780,NEON STRUCT,310740,https://store.steampowered.com/app/310740/,73,276.0,370.0,672.0,2015-05-20T00:00:00.000Z,"[""Stealth"", ""Great Soundtrack"", ""Action"", ""Atmospheric"", ""Immersive Sim"", ""Soundtrack"", ""Cyberpunk"", ""First-Person Shooter"", ""Indie"", ""Adventure"", ""First-Person"", ""Singleplayer"", ""Female Protagonist"", ""Story Rich""]","[{""name"": ""PC""}]",Minor Key Games,Very Positive,278.0,87.0,False
100781,Carmageddon: Reincarnation,249380,https://store.steampowered.com/app/249380/,45,1075.0,1245.0,1740.0,2015-05-21T00:00:00.000Z,"[""Racing""]","[{""name"": ""PC""}]",Stainless Games,,,,False
100782,Monstrum,296710,https://store.steampowered.com/app/296710/,67,303.0,568.0,784.0,2015-05-20T00:00:00.000Z,"[""Action"", ""Dark"", ""Difficult"", ""Survival Horror"", ""Indie"", ""Action Roguelike"", ""Adventure"", ""Roguelike"", ""Psychological"", ""Survival"", ""First-Person"", ""Strategy"", ""Atmospheric"", ""Singleplayer"", ""Perma Death"", ""Replay Value"", ""Roguelite"", ""Horror"", ""Stealth"", ""Procedural Generation"", ""VR""]","[{""name"": ""PC""}, {""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Nintendo Switch""}, {""name"": ""Meta Quest""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Team Junkfish,Very Positive*,1238.0,89.0,False
100783,Sunset,287600,https://store.steampowered.com/app/287600/,69,292.0,387.0,922.0,2015-05-21T00:00:00.000Z,"[""Simulation"", ""Kickstarter"", ""Walking Simulator"", ""Adventure"", ""Romance"", ""Villain Protagonist"", ""Casual"", ""Indie"", ""Short"", ""First-Person"", ""Singleplayer"", ""Interactive Story"", ""Exploration"", ""Female Protagonist"", ""Story Rich""]","[{""name"": ""PC""}]",Tale of Tales,Mixed,150.0,66.0,False
100784,Swords & Soldiers II,,,74,394.0,361.0,,2015-05-21T00:00:00.000Z,"[""Strategy""]","[{""name"": ""Wii U""}]",Ronimo Games,,,,False
100785,Technobabylon,307580,https://store.steampowered.com/app/307580/,82,571.0,733.0,775.0,2015-05-21T00:00:00.000Z,"[""Great Soundtrack"", ""Futuristic"", ""Atmospheric"", ""Retro"", ""Sci-fi"", ""Cyberpunk"", ""Point & Click"", ""2D"", ""Soundtrack"", ""Adventure"", ""Indie"", ""Mystery"", ""Singleplayer"", ""LGBTQ+"", ""Puzzle"", ""Female Protagonist"", ""Story Rich"", ""Pixel Graphics""]","[{""name"": ""PC""}]",Technocrat Games,Very Positive,1070.0,94.0,False
100786,The Incredible Adventures of Van Helsing III,359900,https://store.steampowered.com/app/359900/,64,478.0,633.0,1138.0,2015-05-22T00:00:00.000Z,"[""Action"", ""Dark"", ""Adventure"", ""Fantasy"", ""Loot"", ""Steampunk"", ""Indie"", ""Vampire"", ""Multiplayer"", ""RPG"", ""Hack and Slash"", ""Sequel"", ""Co-op Campaign"", ""Dark Fantasy"", ""Co-op"", ""Singleplayer"", ""Action RPG"", ""Story Rich"", ""Funny"", ""Isometric""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",NeocoreGames,Mixed,1173.0,64.0,False
100787,60 Seconds!,368360,https://store.steampowered.com/app/368360/,58,153.0,448.0,1869.0,2015-05-25T00:00:00.000Z,"[""Comedy"", ""Dark"", ""Difficult"", ""Adventure"", ""Choices Matter"", ""Turn-Based"", ""Dark Comedy"", ""Strategy"", ""Management"", ""Post-apocalyptic"", ""Immersive Sim"", ""Text-Based"", ""Point & Click"", ""2D"", ""Wrestling"", ""3D"", ""Outbreak Sim"", ""Choose Your Own Adventure"", ""Story Rich"", ""Turn-Based Tactics"", ""Funny"", ""Exploration"", ""Survival""]","[{""name"": ""PC""}]",Robot Gentleman,Very Positive*,3481.0,81.0,False
100788,Game of Thrones: Episode Four - Sons of Winter,,,75,,,,2015-05-25T00:00:00.000Z,"[""Interactive Story""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Telltale Games,,,,False
100789,The Evil Within: The Executioner,359930,https://store.steampowered.com/app/359930/,60,85.0,106.0,160.0,2015-05-25T00:00:00.000Z,"[""Gore"", ""Action"", ""First-Person"", ""Horror""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Tango Gameworks,Very Positive,370.0,86.0,True
100790,A Bastard's Tale,371550,https://store.steampowered.com/app/371550/,60,232.0,,2490.0,2015-05-26T00:00:00.000Z,"[""Action"", ""2D"", ""Difficult"", ""Adventure"", ""Swordplay"", ""Arcade"", ""Indie"", ""Medieval"", ""Singleplayer"", ""Action-Adventure"", ""Hack and Slash"", ""Controller"", ""Pixel Graphics""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",No Pest Productions,Very Positive,308.0,84.0,False
100791,BADLAND: Game of the Year Edition,269670,https://store.steampowered.com/app/269670/,73,450.0,742.0,840.0,2015-05-26T00:00:00.000Z,"[""Multiplayer"", ""Action"", ""Atmospheric"", ""Platformer"", ""Local Multiplayer"", ""2D"", ""Side Scroller"", ""Difficult"", ""Adventure"", ""Indie"", ""Casual"", ""Co-op"", ""Singleplayer"", ""Local Co-Op"", ""4 Player Local"", ""Puzzle"", ""Survival""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""Wii U""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Frogmind,Very Positive*,622.0,80.0,False
100792,Magicka 2,238370,https://store.steampowered.com/app/238370/,69,378.0,640.0,1900.0,2015-05-26T00:00:00.000Z,"[""Comedy"", ""Action"", ""Adventure"", ""Fantasy"", ""Multiplayer"", ""Gore"", ""Local Multiplayer"", ""RPG"", ""Open World"", ""Atmospheric"", ""Magic"", ""Memes"", ""Co-op"", ""Online Co-Op"", ""Singleplayer"", ""PvP"", ""Team-Based"", ""Funny"", ""Isometric"", ""Local Co-Op""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",Pieces Interactive,Mostly Positive*,3015.0,74.0,False
100793,Magnetic: Cage Closed,344410,https://store.steampowered.com/app/344410/,60,219.0,334.0,565.0,2015-05-26T00:00:00.000Z,"[""Choices Matter"", ""Action"", ""Atmospheric"", ""Platformer"", ""Sci-fi"", ""Thriller"", ""First-Person Shooter"", ""Adventure"", ""Indie"", ""First-Person"", ""Singleplayer"", ""Puzzle"", ""Horror"", ""Female Protagonist"", ""Story Rich"", ""Psychological""]","[{""name"": ""PC""}]",Guru Games,Mixed,271.0,67.0,False
100794,Zen Pinball 2: Portal Pinball,,,84,,,,2015-05-26T00:00:00.000Z,"[""Arcade""]","[{""name"": ""PlayStation 4""}, {""name"": ""PlayStation 5""}]",Zen Studios,,,,False
100795,Catlateral Damage,329860,https://store.steampowered.com/app/329860/,60,309.0,288.0,835.0,2015-05-27T00:00:00.000Z,"[""Simulation"", ""Action"", ""Adventure"", ""Destruction"", ""Family Friendly"", ""Physics"", ""Cats"", ""Cute"", ""First-Person"", ""Colorful"", ""Platformer"", ""Cartoon"", ""Memes"", ""Casual"", ""Singleplayer"", ""3D"", ""Procedural Generation"", ""Sandbox"", ""Funny"", ""3D Platformer"", ""Villain Protagonist"", ""Cartoony"", ""VR""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]","Manekoware, Fire Hose Games",Very Positive,990.0,88.0,False
100796,0RBITALIS,278440,https://store.steampowered.com/app/278440/,68,159.0,222.0,778.0,2015-05-28T00:00:00.000Z,"[""Simulation"", ""Space"", ""Indie"", ""Puzzle"", ""Physics""]","[{""name"": ""PC""}]",Alan Zucconi,Mixed,145.0,69.0,False
100797,Crash Drive 2,343440,https://store.steampowered.com/app/343440/,62,133.0,375.0,888.0,2015-05-28T00:00:00.000Z,"[""Comedy"", ""Action"", ""Stylized"", ""Family Friendly"", ""Controller"", ""Multiplayer"", ""Driving"", ""Arcade"", ""Offroad"", ""Racing"", ""Combat Racing"", ""Open World"", ""3D Vision"", ""Sequel"", ""Casual"", ""Singleplayer"", ""3D"", ""Combat"", ""Funny"", ""Competitive"", ""Exploration""]","[{""name"": ""Nintendo Switch""}, {""name"": ""PC""}]",M2H,Very Positive,998.0,90.0,False
100798,Don't Starve: Giant Edition,,,76,,,,2015-05-28T00:00:00.000Z,"[""Survival""]","[{""name"": ""Wii U""}]",Klei Entertainment,,,,False
100799,Flame Over,345080,https://store.steampowered.com/app/345080/,71,456.0,439.0,574.0,2015-05-28T00:00:00.000Z,"[""Action"", ""Difficult"", ""Twin Stick Shooter"", ""Indie"", ""Action Roguelike"", ""Family Friendly"", ""Roguelike"", ""Puzzle"", ""Cats"", ""Arcade"", ""Colorful"", ""Shoot 'Em Up"", ""Shooter"", ""Cartoon"", ""Roguelite"", ""Top-Down"", ""Procedural Generation"", ""Third-Person Shooter"", ""Funny"", ""Isometric"", ""Cartoony"", ""Top-Down Shooter""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation 5""}]",Laughing Jackal LTD,Mixed,140.0,69.0,False
100800,Kung Fury: Street Rage,,,52,148.0,253.0,574.0,2015-05-28T00:00:00.000Z,"[""Arcade""]","[{""name"": ""PlayStation 4""}, {""name"": ""PC""}, {""name"": ""PlayStation Vita""}, {""name"": ""PlayStation 5""}]",Hello There AB,,,,False
100801,Beach Buggy Racing,,,63,765.0,1350.0,960.0,2015-05-29T00:00:00.000Z,"[""Racing""]","[{""name"": ""PlayStation 4""}, {""name"": ""Xbox One""}, {""name"": ""PC""}, {""name"": ""Xbox Series X/S""}, {""name"": ""PlayStation 5""}]",Vector Unit,,,,False
100802,Splatoon,,,81,322.0,843.0,1399.0,2015-05-29T00:00:00.000Z,"[""Third-Person Shooter""]","[{""name"": ""Wii U""}]",Nintendo,,,,False
100803,The Next Penelope,332250,https://store.steampowered.com/app/332250/,79,,,,2015-05-29T00:00:00.000Z,"[""Multiplayer"", ""Futuristic"", ""Action"", ""Top-Down"", ""Shoot 'Em Up"", ""Local Multiplayer"", ""Difficult"", ""Indie"", ""Racing"", ""4 Player Local"", ""Female Protagonist""]","[{""name"": ""PC""}, {""name"": ""Nintendo Switch""}]",Aurelien Regard,Mostly Positive,130.0,74.0,False
