ID,OpenCriticTitle,SteamTitle,SteamURL,SteamReviewsRating,SteamReviewsNum,SteamReviewsPercent,SteamReleaseDate,SteamDeveloper(s),SteamPublisher(s),SteamTags,SteamDLC,SteamDelisted
102527,Empathy: Path of Whispers,Empathy: Path of Whispers,https://store.steampowered.com/app/291690/,Mixed,158,59,16/5/2017,Pixel Night,Iceberg Interactive,"Adventure, Puzzle, Exploration, Walking Simulator, First-Person, Atmospheric, Mystery, Philosophical, Post-apocalyptic, Surreal, Story Rich, Singleplayer, Indie, Soundtrack, Great Soundtrack",FALSE,FALSE
102529,GRIDD: Retroenhanced,GRIDD: Retroenhanced,https://store.steampowered.com/app/553950/,Positive,36,83,16/5/2017,Antab Studio,Kongregate,"Action, Hacking, Shooter, On-Rails Shooter, Shoot 'Em Up, Cyberpunk, Indie, Soundtrack, Great Soundtrack",FALSE,FALSE
102530,Hakuoki: Kyoto Winds,Hakuoki: Kyoto Winds,https://store.steampowered.com/app/589530/,Very Positive,1692,92,24/8/2017,"Idea Factory, Design Factory",Idea Factory International,"Adventure, Visual Novel, Dating Sim, Anime, Cute, Historical, Otome, Romance, Multiple Endings, Story Rich, Female Protagonist, Singleplayer, Violent",FALSE,FALSE
102531,Injustice 2,Injustice 2,https://store.steampowered.com/app/627270/,Very Positive*,6366,85,30/11/2017,"NetherRealm Studios, QLOC",WB Games,"Action, Arcade, Fighting, 2D Fighter, Beat 'em up, 2.5D, 2D, Comic Book, Superhero, Character Customization, PvP, Story Rich, Local Co-Op, Local Multiplayer, Multiplayer, Online Co-Op, Singleplayer, Competitive, Difficult, Violent, Controller",FALSE,FALSE
102532,Operation Babel: New Tokyo Legacy,Operation Babel: New Tokyo Legacy,https://store.steampowered.com/app/548810/,Mostly Positive,89,75,16/5/2017,"MAGES. Inc., 5pb., Experience Inc.","NIS America,  Inc.","RPG, Party-Based RPG, Dungeon Crawler, JRPG, Anime, First-Person, Combat, Grid-Based Movement, Turn-Based Combat, Turn-Based, Violent",FALSE,FALSE
102534,The Surge,The Surge,https://store.steampowered.com/app/378540/,Mostly Positive,4165,76,15/5/2017,Deck13,Focus Entertainment,"Action, Adventure, RPG, Action RPG, Exploration, Open World, Hack and Slash, Horror, Souls-like, Third Person, Cyberpunk, Futuristic, Mechs, Robots, Sci-fi, Co-op, Singleplayer, Difficult, Gore, Violent",FALSE,FALSE
102535,Bokida – Heartfelt Reunion,Bokida - Heartfelt Reunion,https://store.steampowered.com/app/612740/,Mostly Positive,130,70,17/5/2017,Rice Cooker Republic,Rice Cooker Republic,"Adventure, Puzzle, Exploration, Indie, Soundtrack, Great Soundtrack",FALSE,FALSE
102536,Old Man's Journey,Old Man's Journey,https://store.steampowered.com/app/581270/,Very Positive*,960,86,17/5/2017,Broken Rules,Broken Rules,"Adventure, Casual, Puzzle, Exploration, Interactive Fiction, Point & Click, 2D, Cartoon, Colorful, Hand-drawn, Stylized, Atmospheric, Family Friendly, Mystery, Story Rich, Singleplayer, Drama, Indie, Soundtrack, Great Soundtrack, Short",FALSE,FALSE
102537,Runic Rampage,Runic Rampage,https://store.steampowered.com/app/615010/,Very Positive,205,87,17/5/2017,Electrocosmos,Electrocosmos,"Action, Adventure, RPG, Action RPG, Fighting, Beat 'em up, Dungeon Crawler, Hack and Slash, Roguelite, Isometric, Top-Down, Fantasy, Magic, Combat, Singleplayer, Indie, Difficult, Blood, Gore, Violent",FALSE,FALSE
102538,Call of Duty: Black Ops III: Zombies Chronicles,Call of Duty: Black Ops III - Zombies Chronicles,https://store.steampowered.com/app/581450/,Very Positive,1804,90,15/6/2017,"Treyarch, Aspyr","Activision, Aspyr","Action, Adventure, Shooter, Survival, FPS, Horror, First-Person, Story Rich, Co-op, Multiplayer, Online Co-Op, Singleplayer, Gore, Violent",TRUE,FALSE
102539,Cities: Skylines - Mass Transit,Cities: Skylines - Mass Transit,https://store.steampowered.com/app/547502/,Very Positive,901,84,18/5/2017,Colossal Order Ltd.,Paradox Interactive,"Simulation, Strategy, Sandbox, City Builder, Transportation",FALSE,FALSE
102541,Detached,Detached,https://store.steampowered.com/app/436230/,Mixed,230,61,18/5/2017,Anshar Studios,Anshar Publishing,"Adventure, Simulation, Exploration, Open World, Space Sim, Survival, Flight, Immersive Sim, First-Person, Realistic, VR, Atmospheric, Futuristic, Sci-fi, Space, Physics, PvP, Multiplayer, Singleplayer, Indie",FALSE,FALSE
102542,Endless Space 2,ENDLESS™ Space 2,https://store.steampowered.com/app/392110/,Very Positive*,9138,83,18/5/2017,AMPLITUDE Studios,SEGA,"Action, RPG, Strategy, Open World, RTS, Sandbox, Turn-Based Strategy, 4X, Grand Strategy, Atmospheric, Sci-fi, Space, War, Moddable, Co-op, Multiplayer, Singleplayer, Indie, Mod, Soundtrack, Turn-Based, Great Soundtrack",FALSE,FALSE
102543,Inner Chains,Inner Chains,https://store.steampowered.com/app/537430/,Mixed,328,49,18/5/2017,Telepaths Tree,IMGN.PRO,"Action, Adventure, Action-Adventure, Shooter, Walking Simulator, FPS, Horror, 3D, First-Person, Psychedelic, Atmospheric, Dark, Dark Fantasy, Destruction, Fantasy, Sci-fi, Surreal, Singleplayer, Design & Illustration, Psychological",FALSE,FALSE
102544,Mages of Mystralia,Mages of Mystralia,https://store.steampowered.com/app/529660/,Very Positive,856,86,18/5/2017,Borealys Games,Borealys Games,"Action, Adventure, Puzzle, RPG, Action RPG, Action-Adventure, Cute, Isometric, Fantasy, Magic, Female Protagonist, Singleplayer, Indie, Soundtrack, Great Soundtrack, Controller",FALSE,FALSE
102545,Offworld Trading Company: Jupiter’s Forge,Offworld Trading Company: Jupiter's Forge Expansion Pack,https://store.steampowered.com/app/561150/,Positive,20,90,18/5/2017,Mohawk Games,Stardock Entertainment,"Simulation, Strategy, Base Building, Building, Management, RTS, Sandbox, Capitalism, Economy, Futuristic, Mars, Level Editor, Moddable, PvE, Resource Management, Multiplayer, Indie, Mod, Real-Time, Competitive, Early Access",FALSE,FALSE
102546,Regalia: Of Men and Monarchs,Regalia: Of Men and Monarchs,https://store.steampowered.com/app/464150/,Mostly Positive,381,76,18/5/2017,Pixelated Milk,Pixelated Milk,"RPG, Simulation, Strategy, Party-Based RPG, Turn-Based Strategy, JRPG, Tactical RPG, Turn-Based Tactics, Anime, Isometric, Fantasy, Magic, Tactical, Combat, Story Rich, Team-Based, Turn-Based Combat, Singleplayer, Indie, Turn-Based, Funny, Kickstarter",FALSE,FALSE
102547,Reservoir Dogs: Bloody Days,Reservoir Dogs: Bloody Days,https://store.steampowered.com/app/585010/,,,,,,,,,TRUE
102549,Nongünz,Nongünz,https://store.steampowered.com/app/633130/,Mixed,415,60,19/5/2017,Brainwash Gang,,"Action, Adventure, Action-Adventure, Clicker, Platformer, Roguelike, Action Roguelike, Roguelite, Side Scroller, Pixel Graphics, Co-op, Indie, Difficult, Fast-Paced, Gore, Violent",FALSE,FALSE
102550,Portal Knights,Portal Knights,https://store.steampowered.com/app/374040/,Very Positive*,4708,83,18/5/2017,Keen Games GmbH,505 Games,"Action, Adventure, Casual, RPG, Building, Exploration, Sandbox, Survival, Dungeon Crawler, Cute, Third Person, Voxel, Fantasy, Crafting, Co-op, Local Co-Op, Multiplayer, Singleplayer, Soundtrack, Great Soundtrack, Early Access",FALSE,FALSE
102552,The Infectious Madness of Doctor Dekker,The Infectious Madness of Doctor Dekker,https://store.steampowered.com/app/545540/,Very Positive,508,82,19/5/2017,D'Avekki Studios Ltd,D'Avekki Studios Ltd,"Adventure, Casual, Simulation, Interactive Fiction, Visual Novel, Horror, FMV, Atmospheric, Dark, Detective, Lovecraftian, Mystery, Choices Matter, Multiple Endings, Story Rich, Singleplayer, Drama, Indie, Psychological",FALSE,FALSE
102553,Impact Winter,Impact Winter,https://store.steampowered.com/app/468000/,Mixed,437,40,22/5/2017,Mojo Bones,BANDAI NAMCO Entertainment,"Adventure, Simulation, Survival, Crafting, Indie",FALSE,FALSE
102554,Disgaea 5 Complete,Disgaea 5 Complete,https://store.steampowered.com/app/803600/,Very Positive*,1633,89,22/10/2018,"Nippon Ichi Software,  Inc.","NIS America,  Inc.","Action, Adventure, RPG, Strategy, Strategy RPG, Turn-Based Strategy, JRPG, Tactical RPG, Turn-Based Tactics, Anime, Fantasy, Tactical, Character Customization, Combat, Turn-Based Combat, Singleplayer, Turn-Based, Replay Value, Comedy, Sexual Content, Violent",FALSE,FALSE
102555,Dynasty Feud,Dynasty Feud,https://store.steampowered.com/app/493180/,Very Positive,102,82,23/5/2017,Kaia Studios,Kaia Studios,"Action, Fighting, 2D Fighter, 2D, 4 Player Local, Local Multiplayer, Multiplayer, Indie",FALSE,FALSE
102556,Embers of Mirrim,Embers of Mirrim,https://store.steampowered.com/app/596080/,Mostly Positive,24,79,23/5/2017,Creative Bytes Studios,Creative Bytes Studios,"Adventure, Casual, Puzzle, Platformer, Shooter, Precision Platformer, Side Scroller, Twin Stick Shooter, 2.5D, Colorful, Cute, Stylized, Cats, Dragons, Fantasy, Choices Matter, Linear, Multiple Endings, Story Rich, Controller",FALSE,FALSE
102557,Mirage: Arcane Warfare,Mirage: Arcane Warfare,https://store.steampowered.com/app/368420/,,,,,,,,,TRUE
102558,Plague Road,Plague Road,https://store.steampowered.com/app/622080/,,,,23/5/2017,Arcade Distillery,Arcade Distillery,"Adventure, RPG, Strategy, Indie",FALSE,FALSE
102559,SAMURAI WARRIORS: Spirit of Sanada,SAMURAI WARRIORS: Spirit of Sanada,https://store.steampowered.com/app/595740/,Very Positive,556,84,23/5/2017,"KOEI TECMO GAMES CO.,  LTD.","KOEI TECMO GAMES CO.,  LTD.","Action, Hack and Slash, Anime, Historical, Story Rich, Singleplayer",FALSE,FALSE
102561,Starpoint Gemini Warlords,Starpoint Gemini Warlords,https://store.steampowered.com/app/419480/,Mostly Positive*,1872,76,23/5/2017,Little Green Men Games,Little Green Men Games,"RPG, Simulation, Strategy, Base Building, Building, Open World, Sandbox, Space Sim, Strategy RPG, 4X, Flight, Grand Strategy, Tactical RPG, Third Person, Sci-fi, Space, Tactical, Moddable, Singleplayer, Indie, Mod, Controller",FALSE,FALSE
102562,Steel Division: Normandy 44,Steel Division: Normandy 44,https://store.steampowered.com/app/572410/,Mostly Positive*,2594,73,23/5/2017,Eugen Systems,Eugen Systems,"Action, Simulation, Strategy, Open World, RTS, Real Time Tactics, Wargame, Realistic, Historical, Military, Tactical, Tanks, War, World War I, World War II, Co-op, Multiplayer, Singleplayer, Real-Time, Real-Time with Pause, Replay Value",FALSE,FALSE
102563,The Fidelio Incident,The Fidelio Incident,https://store.steampowered.com/app/632070/,Mostly Positive,802,77,23/5/2017,"Act 3 Games,  LLC","Act 3 Games,  LLC","Adventure, Puzzle, Exploration, Walking Simulator, First-Person, Atmospheric, Mystery, Thriller, Story Rich, Singleplayer, Indie, Soundtrack, Great Soundtrack",FALSE,FALSE
102564,Utawarerumono: Mask of Deception,Utawarerumono: Mask of Deception,https://store.steampowered.com/app/1149550/,Very Positive,1244,92,23/1/2020,AQUAPLUS,"DMM GAMES, Shiravune","Adventure, RPG, Simulation, Strategy, Visual Novel, JRPG, Tactical RPG, Turn-Based Tactics, 3D, Anime, Tactical, Story Rich, Soundtrack, Turn-Based, Great Soundtrack, Gore, Mature, Nudity, Sexual Content, Violent",FALSE,FALSE
102565,Caveblazers,Caveblazers,https://store.steampowered.com/app/452060/,Very Positive*,1526,86,24/5/2017,Deadpan Games,Yogscast Games,"Action, Adventure, RPG, Action RPG, Platformer, Roguelike, 2D Platformer, Action Roguelike, Roguelite, 2D, Pixel Graphics, Fantasy, Retro, Character Customization, Perma Death, Procedural Generation, Co-op, Local Co-Op, Singleplayer, Difficult, Replay Value",FALSE,FALSE
102566,Quarantine,Quarantine,https://store.steampowered.com/app/489370/,Mixed,326,59,9/2/2017,Sproing,505 Games,"RPG, Simulation, Strategy, Outbreak Sim, Survival, Turn-Based Strategy, Turn-Based Tactics, Atmospheric, Dark, Tactical, Indie, Turn-Based, Difficult, Replay Value, Early Access",FALSE,FALSE
102567,Unit 4,Unit 4,https://store.steampowered.com/app/633440/,Mixed,16,68,24/5/2017,Gamera Interactive,Gamera Interactive,"Action, Platformer, Pixel Graphics, 4 Player Local, Local Co-Op, Indie",FALSE,FALSE
102568,NEKOPARA Vol. 3,NEKOPARA Vol. 3,https://store.steampowered.com/app/602520/,Overwhelmingly Positive*,2215,97,25/5/2017,NEKO WORKs,Sekai Project,"Adventure, Casual, Visual Novel, Dating Sim, 2D, Anime, Cute, Atmospheric, Cats, Romance, Story Rich, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Replay Value, NSFW, Nudity, Sexual Content",FALSE,FALSE
102569,Vanquish,Vanquish,https://store.steampowered.com/app/460810/,Very Positive,3710,89,25/5/2017,"PlatinumGames, Little Stone Software",SEGA,"Action, Adventure, Arcade, Character Action Game, Shooter, Hack and Slash, Third-Person Shooter, Third Person, Cyberpunk, Futuristic, Mechs, Robots, Sci-fi, Bullet Time, Singleplayer, Soundtrack, Classic, Fast-Paced, Great Soundtrack, Gore, Violent",FALSE,FALSE
102570,Emily is Away Too,Emily is Away Too,https://store.steampowered.com/app/523780/,Very Positive*,3817,94,26/5/2017,Kyle Seeley,Kyle Seeley,"Adventure, Casual, RPG, Simulation, Visual Novel, Dating Sim, Horror, Pixel Graphics, Text-Based, Atmospheric, Memes, Retro, Romance, Choices Matter, Multiple Endings, Story Rich, Singleplayer, Indie, Soundtrack, Funny, Great Soundtrack, Psychological",FALSE,FALSE
102571,Everspace,EVERSPACE,https://store.steampowered.com/app/396750/,Mostly Positive*,4958,77,25/5/2017,ROCKFISH Games,ROCKFISH Games,"Action, Simulation, Arcade, Exploration, Roguelike, Shooter, Space Sim, Survival, Action Roguelike, Flight, Roguelite, First-Person, VR, Sci-fi, Space, 6DOF, Singleplayer, Indie, Soundtrack, Difficult, Great Soundtrack",FALSE,FALSE
102572,Friday the 13th: The Game,Friday the 13th: The Game,https://store.steampowered.com/app/438740/,Mostly Positive,25429,77,26/5/2017,IllFonic,Gun Media,"Action, Adventure, Open World, Stealth, Survival, Horror, Survival Horror, Third Person, Atmospheric, Dark, Co-op, Multiplayer, Singleplayer, Difficult, Funny, Psychological, Gore, Mature, Nudity, Violent",FALSE,FALSE
102573,Guilty Gear Xrd REV 2,GUILTY GEAR Xrd REV 2,https://store.steampowered.com/app/520440/,Overwhelmingly Positive*,4491,95,14/12/2016,Arc System Works,Arc System Works,"Action, Sports, Arcade, eSports, Fighting, 2D Fighter, 2.5D, 2D, Anime, Cute, PvP, Story Rich, Tutorial, Local Multiplayer, Multiplayer, Singleplayer, Soundtrack, Competitive, Difficult, Great Soundtrack, Controller",FALSE,FALSE
102574,RiME,RiME,https://store.steampowered.com/app/493200/,Very Positive*,1439,88,26/5/2017,"Tequila Works, QLOC","Grey Box, Six Foot","Action, Adventure, Casual, Puzzle, Exploration, Open World, Platformer, Walking Simulator, 3D Platformer, 3D, Colorful, Third Person, Atmospheric, Family Friendly, Fantasy, Story Rich, Singleplayer, Indie, Soundtrack, Great Soundtrack, Relaxing, Controller",FALSE,FALSE
102576,Danger Zone,Danger Zone,https://store.steampowered.com/app/604740/,Mixed,162,66,29/5/2017,Three Fields Entertainment,Three Fields Entertainment,"Action, Racing, Arcade, Automobile Sim, Combat Racing, Destruction, Combat, Driving, Vehicular Combat, Indie",FALSE,FALSE
102577,Dustoff Heli Rescue 2,Dustoff Heli Rescue 2,https://store.steampowered.com/app/553690/,Mixed,26,69,29/5/2017,Invictus Games Ltd.,Invictus Games Ltd.,"Action, Casual, Indie",FALSE,FALSE
102578,Fallout Shelter,Fallout Shelter,https://store.steampowered.com/app/588430/,Very Positive*,29927,86,29/3/2017,Bethesda Game Studios,Bethesda Softworks,"Action, Adventure, Casual, RPG, Simulation, Strategy, Base Building, Building, Management, Sandbox, Survival, 2D, Atmospheric, Post-apocalyptic, Crafting, Multiplayer, Singleplayer, Soundtrack, Funny, Great Soundtrack, Free to Play",FALSE,FALSE
102579,Flying Tigers: Shadows Over China,Flying Tigers: Shadows Over China,https://store.steampowered.com/app/365810/,Mixed,689,68,29/5/2017,ACE MADDOX,ACE MADDOX,"Action, Adventure, Casual, Simulation, Arcade, Shooter, Flight, Third-Person Shooter, Third Person, Atmospheric, Historical, Military, War, World War I, World War II, Multiplayer, Singleplayer, Indie, Soundtrack, Competitive, Great Soundtrack, Replay Value, Controller",FALSE,FALSE
102580,MXGP3 - The Official Motocross Videogame,MXGP3 - The Official Motocross Videogame,https://store.steampowered.com/app/561600/,Very Positive,935,85,29/5/2017,Milestone S.r.l.,Milestone S.r.l.,"Racing, Simulation, Sports, Motocross, Bikes, Motorbike, Offroad, Multiplayer, Singleplayer",FALSE,FALSE
102582,Crossout,Crossout,https://store.steampowered.com/app/386180/,Mixed*,21258,68,26/7/2017,Targem Games,Gaijin Network Ltd,"Action, Adventure, Building, Sandbox, Shooter, Trading, Third Person, Economy, Loot, Post-apocalyptic, Combat, Crafting, Gun Customization, PvE, PvP, Vehicular Combat, Co-op, Multiplayer, Online Co-Op, Free to Play",FALSE,FALSE
102584,Perception,Perception,https://store.steampowered.com/app/426310/,Mostly Positive,522,72,30/5/2017,The Deep End Games,The Deep End Games,"Adventure, Exploration, Stealth, Survival, Walking Simulator, Horror, Survival Horror, First-Person, Atmospheric, Dark, Story Rich, Female Protagonist, Singleplayer, Indie, Psychological, Sexual Content, Kickstarter",FALSE,FALSE
102585,Rising Storm 2: Vietnam,Rising Storm 2: Vietnam,https://store.steampowered.com/app/418460/,Very Positive*,26168,89,30/5/2017,"Antimatter Games, Tripwire Interactive",Tripwire Interactive,"Action, Simulation, FPS, Horror, Immersive Sim, Wargame, First-Person, Realistic, Atmospheric, Cold War, Historical, Military, Tactical, War, Combat, PvP, Team-Based, Vehicular Combat, Massively Multiplayer, Multiplayer, Gore",FALSE,FALSE
102586,Star Trek: Bridge Crew,Star Trek: Bridge Crew,https://store.steampowered.com/app/527100/,Mostly Positive*,2002,75,30/5/2017,Ubisoft,Ubisoft,"Action, Adventure, RPG, Simulation, Space Sim, VR, Sci-fi, Space, Co-op, Multiplayer, Singleplayer",FALSE,FALSE
102587,The Long Journey Home,The Long Journey Home,https://store.steampowered.com/app/366910/,Mixed,1301,57,30/5/2017,Daedalic Studio West,Daedalic Entertainment,"Adventure, RPG, Simulation, Strategy, Exploration, Roguelike, Space Sim, Survival, Roguelite, 2D, Sci-fi, Space, Procedural Generation, Story Rich, Singleplayer, Indie, Difficult",FALSE,FALSE
102588,The Sims 4: Parenthood,The Sims™ 4 Parenthood,https://store.steampowered.com/app/1235745/,Mixed,113,63,30/5/2017,Maxis,Electronic Arts,"Adventure, Casual, Simulation, Sandbox, Choose Your Own Adventure, Dating Sim, Immersive Sim, Life Sim, Family Friendly, Character Customization",TRUE,FALSE
102589,The Walking Dead: A New Frontier - Episode 5 - From the Gallows,The Walking Dead: A New Frontier,https://store.steampowered.com/app/536220/,Mostly Positive,5646,76,20/12/2016,Telltale Games,Skybound Games,"Action, Adventure, Casual, Point & Click, Survival, Visual Novel, Choose Your Own Adventure, Horror, Comic Book, Atmospheric, Post-apocalyptic, Choices Matter, Story Rich, Female Protagonist, Singleplayer, Drama, Episodic, Gore, Violent",FALSE,FALSE
102591,Damascus Gear: Operation Tokyo HD,Damascus Gear Operation Tokyo HD,https://store.steampowered.com/app/648630/,Mixed,38,47,8/8/2017,Arc System Works,Arc System Works,"Action, Simulation, Shooter, Hack and Slash, Top-Down Shooter, Anime, Top-Down, Futuristic, Mechs, Sci-fi, Linear, Singleplayer, Controller",FALSE,FALSE
102592,Hover,Hover,https://store.steampowered.com/app/280180/,Very Positive,1513,81,31/5/2017,"Midgar Studio, Fusty Game",Nacon,"Action, Adventure, Open World, Platformer, 3D Platformer, 3D, Colorful, First-Person, Stylized, Third Person, Cyberpunk, Parkour, Sci-fi, Co-op, Multiplayer, Online Co-Op, Singleplayer, Indie, Soundtrack, Fast-Paced, Great Soundtrack",FALSE,FALSE
